CIK,Reporting Type,Reporting Year,Counterparty,Notional Amount,Reference Entity/Obligation,Expiration Date,Appreciation/Depreciation,Upfront Payments Paid/Received,Buy/Sell Protection,Description,Fixed Rate,Spread,25% Recovery Rate,50% Recovery Rate,75% Recovery Rate
1056289,N-CSRS,6,NaN," 3,000,000 USD   ",NaN, 9/21/2009  ,23718,NaN,NaN," Agreement with Lehman Brothers dated 7/8/2005 whereby the Portfolio will receive 2.15% per year times the notional amount. The Portfolio makes a payment of the notional amount only upon a default event on the reference entity, a Revolving Credit Agreement issued by CSG Systems, Inc.",5,NaN,#VALUE!,#VALUE!,#VALUE!
1056289,N-CSRS,6,NaN," 4,000,000 USD   ",NaN, 3/20/2012  ,67933,NaN,NaN," Agreement with Lehman Brothers dated 2/8/2006 whereby the Portfolio will receive 2.40% per year times the notional amount. The Portfolio makes a payment of the notional amount only upon a default event on the reference entity, a Revolving Credit Agreement issued by Avago Technologies, Inc.",5,NaN,#VALUE!,#VALUE!,#VALUE!
893818,N-Q,9,JPMorgan Chase Bank N.A.,4000000,NaN,12/20/13,NaN,4000000,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
893818,N-Q,9,JPMorgan Chase Bank N.A.,900000,NaN,12/20/13,NaN,900000,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-CSR,8,NaN,2079000,NaN, 6/20/12," (164,788",NaN,NaN," Agreement with Goldman Sachs & Co., ",5,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-CSR,8,NaN,2000000,NaN, 6/20/12," (74,954",NaN,NaN," Agreement with Goldman Sachs & Co., dated 7/20/07 to receive 0.35% per year times the notional amount. The Fund makes payment only upon a default event of CDX.NA.IG.8.",5,NaN,#VALUE!,#VALUE!,#VALUE!
741375,N-CSR,15," Barclays Bank PLCQuest Diagnostics, Inc.",250000," Barclays Bank PLCQuest Diagnostics, Inc.",3/20/19,NaN,(9000,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
741375,N-CSR,15," Barclays Bank PLCYum! Brands, Inc.",250000," Barclays Bank PLCYum! Brands, Inc.",12/20/18,NaN,(5000,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
918199,N-CSR,17,Citibank ,NaN,NaN,2/28/2017 ,"$16,627 ",NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
918199,N-CSR,17,BNP Paribas ,NaN,NaN,3/28/2017 ,"$12,781 ",NaN,Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
2646,N-CSRS,6,Citibank   N.A.,1030000,Georgia   Pacific 8.125% due 5/15/2011,12/20/10,"(42,489",NaN,Buy,NaN,5,8.125,10.8333333333,16.25,32.5
2646,N-CSRS,6,UBS AG,55217800,CDX.NA.IG.6,6/20/11,"(74,344",NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
2646,N-CSRS,6,Morgan   Stanley,5501000,CDX.NA.HY.6,6/20/11,11923,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
2646,N-CSRS,6,Morgan   Stanley,5501000,CDX.NA.HY.6,6/20/11,"(25,759",NaN,Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
2646,N-CSRS,6,UBS AG,5501000,CDX.NA.HY.6,6/20/11,"(97,046",NaN,Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
2646,N-CSRS,6,Morgan   Stanley,5501000,CDX.NA.HY.6,6/20/11,"(21,794",NaN,Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
2646,N-CSRS,6,Citibank   N.A.,2885000,Windstream   8.125% due 8/1/2013,9/20/11,"(15,843",NaN,Buy,NaN,5,8.125,10.8333333333,16.25,32.5
2646,N-CSRS,6,UBS AG,2750500,Windstream   8.125% due 8/1/2013,9/20/11,"(16,547",NaN,Buy,NaN,5,8.125,10.8333333333,16.25,32.5
2646,N-CSRS,6,Citibank N.A.,263000,Georgia Pacific 8.125% due 5/15/2011,12/20/10,"(10,849",NaN,Buy,NaN,5,8.125,10.8333333333,16.25,32.5
2646,N-CSRS,6,UBS AG,10157000,CDX.NA.IG.6,6/20/11,"(13,675",NaN,Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
2646,N-CSRS,6,Morgan Stanley,1025000,CDX.NA.HY.6,6/20/11,2222,NaN,Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
2646,N-CSRS,6,Morgan Stanley,1025000,CDX.NA.HY.6,6/20/11,"(4,800",NaN,Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
2646,N-CSRS,6,UBS AG,1025000,CDX.NA.HY.6,6/20/11,"(18,083",NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
2646,N-CSRS,6,Morgan Stanley,1025000,CDX.NA.HY.6,6/20/11,"(4,061",NaN,NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
2646,N-CSRS,6,Citibank N.A.,446000,Windstream 8.125% due 8/1/2013,9/20/11,"(2,449",NaN,NaN,NaN,5,8.125,10.8333333333,16.25,32.5
2646,N-CSRS,6,UBS AG,512500,Windstream 8.125% due 8/1/2013,9/20/11,"(3,083",NaN,NaN,NaN,1,8.125,10.8333333333,16.25,32.5
1046232,N-CSR,8,CitiBank,8000000,Lehman Brothers,09/20/2008,NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
1046232,N-CSR,8,JPMorgan,8000000,Lehman Brothers,09/20/2008,NaN,NaN,NaN,NaN,8.4,NaN,#VALUE!,#VALUE!,#VALUE!
1046232,N-CSR,8,JPMorgan,8000000,Merrill Lynch &,09/20/2008,NaN,NaN,NaN,NaN,2,NaN,#VALUE!,#VALUE!,#VALUE!
1046232,N-CSR,8,JPMorgan,10000000,Lehman Brothers,12/20/2008,NaN,NaN,NaN,NaN,3,NaN,#VALUE!,#VALUE!,#VALUE!
1046232,N-CSR,8,Goldman Sachs,8000000,Lehman Brothers,12/20/2008,NaN,NaN,NaN,NaN,2.25,NaN,#VALUE!,#VALUE!,#VALUE!
1046232,N-CSR,8,Lehman Brothers,10000000,"Morgan Stanley,",12/20/2008,NaN,NaN,Buy,NaN,3.6,NaN,#VALUE!,#VALUE!,#VALUE!
1046232,N-CSR,8,CitiBank,12000000,"AIG, 6.25%,",03/20/2009,NaN,NaN,Buy,NaN,5,6.25,8.3333333333,12.5,25
1046232,N-CSR,8,Goldman           Sachs,790000,"Dow           Jones CDX,",12/20/2012,NaN,NaN,Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
1046232,N-CSR,8,Lehman           Brothers,275000,"Dow           Jones CDX,",12/20/2012,NaN,NaN,Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
1046232,N-CSR,8,Lehman           Brothers,200000,"Centex           Corp.,",06/20/2013,NaN,NaN,Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
1046232,N-CSR,8,Goldman           Sachs,95000,Markit           CMBX,12/13/2049,NaN,NaN,NaN,NaN,1.22,NaN,#VALUE!,#VALUE!,#VALUE!
1046232,N-CSR,8,UBS,115000,Markit           CMBX,12/13/2049,NaN,NaN,NaN,NaN,6.5,NaN,#VALUE!,#VALUE!,#VALUE!
799102,N-CSR,9,Barclays Bank plc,5060000,NaN,1/20/10,NaN,NaN,NaN,NaN,8.4,NaN,#VALUE!,#VALUE!,#VALUE!
799102,N-CSR,9,"Morgan Stanley Capital Services, Inc.",5060000,NaN,1/20/10,NaN,NaN,NaN,NaN,2,NaN,#VALUE!,#VALUE!,#VALUE!
799102,N-CSR,9,UBS AG,2220000,NaN,10/20/13,NaN,NaN,NaN,NaN,3,NaN,#VALUE!,#VALUE!,#VALUE!
799102,N-CSR,9,Credit Suisse International,18510000,NaN,2/20/13,NaN,NaN,NaN,NaN,2.25,NaN,#VALUE!,#VALUE!,#VALUE!
799102,N-CSR,9,Credit Suisse International,15200000,NaN,9/20/10,NaN,NaN,NaN,NaN,3.6,NaN,#VALUE!,#VALUE!,#VALUE!
799102,N-CSR,9,Credit Suisse International,3840000,NaN,3/20/13,NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
799102,N-CSR,9,"Morgan Stanley Capital Services, Inc.",7670000,NaN,3/20/13,NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
799102,N-CSR,9,"Morgan Stanley Capital Services, Inc.",7680000,NaN,3/20/13,NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
799102,N-CSR,9,"Citibank NA, New York",3010000,NaN,3/20/13,NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
799102,N-CSR,9,"Morgan Stanley Capital Services, Inc.",17390000,NaN,3/24/13,NaN,NaN,NaN,NaN,1.22,NaN,#VALUE!,#VALUE!,#VALUE!
799102,N-CSR,9,"Citibank NA, New York",12760000,NaN,12/20/13,NaN,NaN,NaN,NaN,6.5,NaN,#VALUE!,#VALUE!,#VALUE!
799102,N-CSR,9,Goldman Sachs Bank USA,25520000,NaN,12/20/13,NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
799102,N-CSR,9,"Citibank NA, New York",19600000,NaN,8/20/13,NaN,NaN,NaN,NaN,3,NaN,#VALUE!,#VALUE!,#VALUE!
799102,N-CSR,9,"JPMorgan Chase Bank NA, NY Branch",9800000,NaN,8/20/13,NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
799102,N-CSR,9,Credit Suisse International,5000000,NaN,4/20/11,NaN,NaN,NaN,NaN,1.55,NaN,#VALUE!,#VALUE!,#VALUE!
799102,N-CSR,9,"Morgan Stanley Capital Services, Inc.",4800000,NaN,6/20/10,NaN,NaN,NaN,NaN,1.22,NaN,#VALUE!,#VALUE!,#VALUE!
799102,N-CSR,9,"Morgan Stanley Capital Services, Inc.",4800000,NaN,10/20/09,NaN,NaN,NaN,NaN,1.55,NaN,#VALUE!,#VALUE!,#VALUE!
799102,N-CSR,9,Goldman Sachs International,10400000,NaN,9/20/14,NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
1046232,N-CSRS,8, Goldman   ," $250,000   ", CMBX North   , 12/13/2049   ,NaN,NaN,NaN,NaN,1.5,NaN,#VALUE!,#VALUE!,#VALUE!
1046232,N-CSRS,8," CitiBank, Inc.   "," $ 8,000,000   "," BorgWarner, Inc.,   ", 06/20/2012   ,NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
1046232,N-CSRS,8, Goldman Sachs   ,8000000," Avon Products, Inc.,   ", 06/20/2012   ,NaN,NaN,NaN,NaN,3,NaN,#VALUE!,#VALUE!,#VALUE!
1046232,N-CSRS,8, Goldman Sachs   ,8000000," PPG Industries, Inc.,   ", 09/20/2012   ,NaN,NaN, Buy ,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
1046232,N-CSRS,8," UBS, Inc.   ",16000000," DuPont,   ", 09/20/2012   ,NaN,NaN,NaN,NaN,1.55,NaN,#VALUE!,#VALUE!,#VALUE!
1046232,N-CSRS,8, Morgan   ,8000000, UnitedHealth   , 12/20/2012   ,NaN,NaN,NaN,NaN,1.22,NaN,#VALUE!,#VALUE!,#VALUE!
1093062,N-CSRS,8,Credit  Suisse,35000000,LCDX,12/20/2012 ,"(165,000",NaN,NaN,NaN,1.55,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSR,8,NaN,1000000,NaN, 12/20/09," (5,333",NaN,NaN," Agreement with Barclays Bank PLC, ",5,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSR,8,NaN,7000000,NaN, 10/12/52,595184,NaN,NaN," Agreement with Goldman Sachs & Co., dated 3/27/07 to pay 0.35% times the notional amount. The Fund receives payment only upon a default event of CMBX.NA.A.1.",1.5,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSR,8,NaN,1125000,NaN, 6/20/16,31028,NaN,NaN," Agreement with Credit Suisse Securities LLC, dated 8/09/06 to pay 0.58% times the notional amount. The Fund receives payment only upon a default event of Marriot International, Inc.",3,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSR,8,NaN,500000,NaN, 9/20/11,1161,NaN,NaN," Agreement with Goldman Sachs & Co., dated 8/25/06 to pay 0.53% times the notional amount. The Fund receives payment only upon a default event of United Mexican States.",2.25,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSR,8,NaN,1125000,NaN, 9/20/14,181063,NaN,NaN," Agreement with Bank of America, dated 11/11/06 to pay 0.28% times the notional amount. The Fund receives payment only upon a default event of Washington Mutual, Inc. Note.",3.6,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSR,8,NaN,1050000,NaN, 6/20/17,18844,NaN,NaN," Agreement with Bear Stearns Bank PLC, dated 3/22/07 to pay 1.08% times the notional amount. The Fund receives payment only upon a default event of Brunswick Corp.",5,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSR,8,NaN,950000,NaN, 6/20/17," (29,538",NaN,NaN," Agreement with Barclays Bank PLC, dated 5/05/07 to pay 0.85% times the notional amount. The Fund receives payment only upon a default event of Sara Lee Corp.",1.22,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSR,8,NaN,925000,NaN, 9/20/17,140581,NaN,NaN," Agreement with Goldman Sachs & Co., dated 7/13/07 to pay 0.66% times the notional amount. The Fund receives payment only upon a default event of Washington Mutual, Inc.",5,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSR,8,NaN,1000000,NaN, 9/20/12,24075,NaN,NaN," Agreement with Bear Stearns Bank PLC, dated 8/21/07 to pay 0.65% times the notional amount. The Fund receives payment only upon a default event of Brunswick Corp.",3,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSR,8,NaN,500000,NaN, 9/20/17,12456,NaN,NaN," Agreement with Credit Suisse Securities LLC, dated 8/31/07 to pay 1.05% times the notional amount. The Fund receives payment only upon a default event of Brunswick Corp.",2.25,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSR,8,NaN,1176000,NaN, 6/20/12," (16,455",NaN,NaN," Agreement with JP Morgan Chase, dated 5/23/07 to pay 1.20% times the notional amount. The Fund receives payment only upon a default event of LCDX.NA.8.",3.6,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSR,8,NaN,2450000,NaN, 10/12/52,209867,NaN,NaN," Agreement with Goldman Sachs & Co., dated 10/17/07 to pay 0.76% times the notional amount. The Fund receives payment only upon a default event of CMBX.NA.BBB.1.",5,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,6,Goldman Sachs,15900,Goldman Sachs,"June 20, 2011",$ 49,NaN,NaN,NaN,1.22,NaN,#VALUE!,#VALUE!,#VALUE!
1093428,N-CSR,14,Morgan Stanley,3000000,Kohl's Corporation,3/20/19,43893,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
1071336,N-CSR,14,Morgan Stanley,990000,Markit CDX NA HY22 Index,6/20/19,"(17,875",NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
1071336,N-CSR,14,Goldman Sachs,100000,"Advanced Micro Devices, Inc.",9/20/19,773,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
1071336,N-CSR,14,Deutsche Bank,200000,"Staples, Inc.",9/20/19,"(1,606",NaN,NaN,NaN,     5.00%,NaN,#VALUE!,#VALUE!,#VALUE!
764797,N-CSRS,15,NaN,2475000, Markit Dow Jones CDX North America High Yield Index , 3/20/2015 6/20/2020 ,NaN,NaN,NaN,NaN,     5.00%,NaN,#VALUE!,#VALUE!,#VALUE!
701265,N-CSRS,10,"Capital Services, Inc.",17000,"CDX North America                                                 Investment Grade Index,                                                 Volume H, Series 7",12/20/11,"(254,536",NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
701265,N-CSRS,10,"Capital Services, Inc.",3660,Vale Inco Ltd.: ,3/20/17,43854,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
701265,N-CSRS,10,"Capital Services, Inc.",3670,Vale Inco Ltd.: ,3/20/17,59674,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
701265,N-CSRS,10,"Capital Services, Inc.",3660,Vale Overseas: ,3/20/17,"(58,908",NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
701265,N-CSRS,10,"Capital Services, Inc.",3670,Vale Overseas: ,3/20/17,"(74,875",NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
1222922,N-CSR,7,NaN,2000000,NaN, 3/20/2010,96569,NaN,NaN," Agreement with Lehman Brothers dated 5/18/2005 whereby the Fund will receive 2.4% per year, times the notional amount. The Fund makes a payment of the notional amount only upon a default event on the reference entity, a Revolving Credit Agreement issued by Inergy, LP.",NaN,NaN,#VALUE!,#VALUE!,#VALUE!
933188,N-CSR,6,NaN," 2,000,000 USD    ",NaN, 9/20/2008    ,8197,NaN,NaN," Agreement with Credit Suisse/First Boston dated 2/6/2004 whereby the Portfolio will receive 2.45% per year times the notional amount. The Portfolio makes a payment only upon a default event on underlying loan assets (10 in total, each representing 10% of the notional value of the swap).",NaN,NaN,#VALUE!,#VALUE!,#VALUE!
933188,N-CSR,6,NaN," 1,000,000 USD    ",NaN, 9/20/2008    ," (4,792",NaN,NaN," Agreement with Credit Suisse/First Boston dated 2/12/2004 whereby the Portfolio will receive 2.45% per year times the notional amount. The Portfolio makes a payment only upon a default event on underlying loan assets (10 in total, each representing 10% of the notional value of the swap).",NaN,NaN,#VALUE!,#VALUE!,#VALUE!
933188,N-CSR,6,NaN," 2,000,000 USD    ",NaN, 3/20/2011    ," (10,879",NaN,NaN," Agreement with Lehman Brothers dated 3/2/2005 whereby the Portfolio will receive 1.85% per year times the notional amount. The Portfolio makes a payment of the notional amount only upon a default event on the reference entity, a Revolving Credit Agreement issued by Syniverse Technologies, Inc.",NaN,NaN,#VALUE!,#VALUE!,#VALUE!
933188,N-CSR,6,NaN," 3,000,000 USD    ",NaN, 3/20/2010    ,5522,NaN,NaN," Agreement with Lehman Brothers dated 3/15/2005 whereby the Portfolio will receive 2.20% per year times the notional amount. The Portfolio makes a payment of the notional amount only upon a default event on the reference entity, a Revolving Credit Agreement issued by Inergy, L.P.",NaN,NaN,#VALUE!,#VALUE!,#VALUE!
933188,N-CSR,6,NaN," 2,000,000 USD    ",NaN, 6/20/2010    ,31101,NaN, Buy," Agreement with Lehman Brothers dated 5/18/2005 whereby the Portfolio will receive 3.25% per year times the notional amount. The Portfolio makes a payment of the notional amount only upon a default event on the reference entity, a Revolving Credit Agreement issued by Rural Cellular Corp.",NaN,NaN,#VALUE!,#VALUE!,#VALUE!
933188,N-CSR,6,NaN," 3,000,000 USD    ",NaN, 9/21/2009    ,23718,NaN, Buy," Agreement with Lehman Brothers dated 7/8/2005 whereby the Portfolio will receive 2.15% per year times the notional amount. The Portfolio makes a payment of the notional amount only upon a default event on the reference entity, a Revolving Credit Agreement issued by CSG Systems, Inc.",NaN,NaN,#VALUE!,#VALUE!,#VALUE!
933188,N-CSR,6,NaN," 4,000,000 USD    ",NaN, 3/20/2012    ,67933,NaN, Buy," Agreement with Lehman Brothers dated 2/8/2006 whereby the Portfolio will receive 2.40% per year times the notional amount. The Portfolio makes a payment of the notional amount only upon a default event on the reference entity, a Revolving Credit Agreement issued by Avago Technologies, Inc.",NaN,NaN,#VALUE!,#VALUE!,#VALUE!
809821,N-Q,16,ICE,30000000,CDX.NA.HY.254,12/20/20,NaN,NaN, Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
93284,N-Q,17," Quest Diagnostics, Inc. ",795," Quest Diagnostics, Inc. ", 3/20/19 ,NaN,15258, Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
93284,N-Q,17, CDX.NA.HY.27 ,1375, CDX.NA.HY.27 , 12/20/21 ,NaN," (57,284 ", Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
93284,N-Q,17,"Quest Diagnostics, Inc.",795,"Quest Diagnostics, Inc.",3/20/19,NaN,15258, Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
93284,N-Q,17,CDX.NA.HY.27,1375,CDX.NA.HY.27,12/20/21,NaN,"(57,284", Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
848012,N-CSR,8,NaN,"$1,000,000 ",NaN,5/25/2046 ,NaN,NaN, Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
747677,N-CSRS,14,NaN,1000000," MetLife, Inc., 5.0%, 6/15/2015, A  ", 6/22/2009 9/20/2014 ,41394,"(15,948",NaN,NaN,1,5,6.6666666667,10,20
916053,N-Q,11,Barclays Bank PLC,1500000,NaN,6/20/15,"(76,558",165700,NaN,NaN,0.25,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Barclays Bank PLC,1000000,NaN,6/20/15,"(53,572",113000,NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Barclays Bank PLC,14200000,NaN,12/20/15,"(922,957",1817600,NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Barclays Bank PLC,6900000,NaN,3/20/16,"(281,616",83717,NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Barclays Bank PLC,1000000,NaN,3/20/16,"(40,631",11950,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Barclays Bank PLC,10600000,NaN,3/20/16,"(308,180","(51,149",NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Barclays Bank PLC,20700000,NaN,3/20/16,"(594,629","(90,235",NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Barclays Bank PLC,800000,NaN,3/20/16,"(75,528","(31,136",NaN,NaN,0.25,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Barclays Bank PLC,900000,NaN,6/20/16,"(33,378",95400, Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Barclays Bank PLC,11600000,NaN,6/20/16,"(517,762",150653, Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Barclays Bank PLC,500000,NaN,9/20/16,"(4,020","(30,572", Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Credit Suisse Securities LLC,80900000,NaN,6/20/16,"(858,356","(326,186", Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Credit Suisse Securities LLC,6100000,NaN,6/20/16,"(215,410","(8,878", Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Goldman Sachs & Co.,1000000,NaN,12/20/15,"(15,396",23015, Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Goldman Sachs & Co.,1000000,NaN,12/20/15,"(15,575",23194, Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Goldman Sachs & Co.,7700000,NaN,12/20/15,"(28,917","(207,341", Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Goldman Sachs & Co.,4300000,NaN,3/20/16,"(13,000","(132,765", Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Goldman Sachs & Co.,13800000,NaN,3/20/16,49426,"(1,889,385",NaN,NaN,0.25,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Goldman Sachs & Co.,13000000,NaN,3/20/16,23857,"(803,491",NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Goldman Sachs & Co.,5200000,NaN,3/20/16,"(116,052","(195,802",NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Goldman Sachs & Co.,200000,NaN,3/20/16,"(18,972","(7,694",NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Goldman Sachs & Co.,400000,NaN,3/20/16,"(15,063","(26,582",NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Goldman Sachs & Co.,2600000,NaN,3/20/16,"(252,435","(94,224",NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Goldman Sachs & Co.,3000000,NaN,3/20/16,"(130,125","(182,214",NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Goldman Sachs & Co.,1600000,NaN,6/20/16,"(45,262",16292,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Goldman Sachs & Co.,1000000,NaN,6/20/16,"(48,984","(60,347",NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Goldman Sachs & Co.,21000,NaN,3/15/49,636,945,Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Morgan Stanley & Co.,20000,NaN,2/17/51,4268,2050,Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Morgan Stanley & Co.,42000,NaN,10/12/52,727,2205,Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Morgan Stanley & Co.,26000,NaN,10/12/52,515,1300,Buy,NaN,0.25,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Goldman Sachs & Co.,1000000,NaN,6/20/16,"(119,905","(19,704",Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Goldman Sachs & Co.,3700000,NaN,6/20/16,"(142,349","(96,633",Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Goldman Sachs & Co.,1300000,NaN,9/20/16,"(46,499","(6,020",Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Goldman Sachs & Co.,300000,NaN,9/20/16,"(5,534","(15,221",Buy,NaN,4.46,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,JPMorgan Chase Bank,600000,NaN,9/20/12,6005,"(26,443",Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,JP Morgan Chase Bank,200000,NaN,12/20/15,"(13,799",26400,NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,JP Morgan Chase Bank,6600000,NaN,3/20/16,"(428,290","(159,291",NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Royal Bank of Scotland PLC,700000,NaN,12/20/15,"(24,870","(13,898",NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,Royal Bank of Scotland PLC,1000000,NaN,3/20/16,"(26,384","(33,588",NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,UBS AG,1000000,NaN,9/20/15,"(13,320","(14,147",NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,UBS AG,800000,NaN,12/20/15,"(60,648",111050,NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
916053,N-Q,11,UBS AG,4300000,NaN,6/20/16,"(3,785","(145,559",NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
